timestamp,open,high,low,close,volume
2025-10-01T00:00:00,176.0,206.0,114.0,125.0,1007686277.7591835
2025-11-01T00:00:00,126.0,140.0,86.0,88.9,416873258.73251706
2025-12-01T00:00:00,89.1,97.0,59.7,64.0,1184635171.799983
2026-01-01T00:00:00,64.0,88.2,44.8,49.3,1229327235.910518
2026-02-01T00:00:00,49.6,54.0,29.5,31.3,5774530347.651999
2026-03-01T00:00:00,31.3,36.7,24.0,25.7,1610296925.4338503
2026-04-01T00:00:00,25.7,70.4,24.4,45.6,14578030354.169424
